"hCoV-19/Germany/BavPat3/2020|EPI_ISL_414521|2020-03-02|Europe" "hCoV-19/Australia/NSW04/2020|EPI_ISL_417030|2020-01-24|Oceania" "hCoV-19/Japan/TY-WK-501/2020|EPI_ISL_408666|2020-01-31|Asia" "hCoV-19/USA/TX1/2020|EPI_ISL_411956|2020-02-11|NorthAmerica" "hCoV-19/Japan/UT-NCGM02/2020|EPI_ISL_418809|2020-02-01|Asia" "hCoV-19/Beijing/Wuhan_IME-BJ01/2020|EPI_ISL_424355|2020-01-24|Asia" "hCoV-19/Japan/TY-WK-521/2020|EPI_ISL_408667|2020-01-31|Asia" "hCoV-19/Guangzhou/GZMU0042/2020|EPI_ISL_414688|2020-02-25|Asia" "hCoV-19/Guangdong/20SF4051/2020|EPI_ISL_428463|2020-02-17|Asia" "hCoV-19/Beijing/BJ782/2020|EPI_ISL_430741|2020-02-10|Asia" "hCoV-19/Shenzhen/HKU-SZ-002/2020|EPI_ISL_406030|2020-01-10|Asia" "hCoV-19/Beijing/BJ561/2020|EPI_ISL_430731|2020-02-04|Asia" "hCoV-19/Guangdong/20SF012/2020|EPI_ISL_403932|2020-01-14|Asia" "hCoV-19/Shanghai/SH0004/2020|EPI_ISL_416318|2020-01-28|Asia" "hCoV-19/Beijing/BJ492/2020|EPI_ISL_430728|2020-02-02|Asia" "hCoV-19/Beijing/BJ752/2020|EPI_ISL_430724|2020-02-08|Asia" "hCoV-19/Nanchang/JX174/2020|EPI_ISL_421238|2020-01-29|Asia" "hCoV-19/Thailand/SI202205-NT/2020|EPI_ISL_437616|2020-02-07|Asia" "hCoV-19/Guangzhou/GZMU0049/2020|EPI_ISL_429094|2020-02-08|Asia" "hCoV-19/Guangzhou/GZMU0050/2020|EPI_ISL_429095|2020-02-08|Asia" "hCoV-19/Shanghai/SH0059/2020|EPI_ISL_416366|2020-01-30|Asia" "hCoV-19/Japan/TY-WK-012/2020|EPI_ISL_408665|2020-01-29|Asia" "hCoV-19/Beijing/BJ556/2020|EPI_ISL_430733|2020-02-04|Asia" "hCoV-19/Shanghai/SH0005/2020|EPI_ISL_416319|2020-01-28|Asia" "Consensus"
"hCoV-19/Shenzhen/HKU-SZ-002/2020|EPI_ISL_406030|2020-01-10|Asia" 0.00578915456786487 0.00819479451697693 0.00578915456786487 0.0115783091357297 0.00819493210009579 0.00818710090454866 0.00818710090454866 0.00818751251315124 0.00580796877272673 0.00819479451697693 0 0.00581611645414818 0 0.00579167847124558 0.00579459477338472 0.00819176944045434 0.00578915456786487 0.0057912899635496 0.00818764972981521 0.00818723810051855 0.0100319861484851 0.00818710090454866 0.00581316755345963 0 0.0153169199580411
"hCoV-19/Beijing/BJ561/2020|EPI_ISL_430731|2020-02-04|Asia" 0.00822523076979768 0.010073809201322 0.00822523076979768 0.0130052317565304 0.0100739795900776 0.00581611645414818 0.010073809201322 0.0100739795900776 0.00824744021139117 0.00581611645414818 0.00581611645414818 0 0.00581611645414818 0.00822523076979768 0 0.00581611645414818 0.00822523076979768 0.00822523076979768 0.0100739795900776 0.0100739795900776 0.0116328231822119 0.010073809201322 0 0.00581641159110593 0.0164504615395954
"hCoV-19/Guangdong/20SF012/2020|EPI_ISL_403932|2020-01-14|Asia" 0.0057885725970599 0.00819479451697693 0.00578847561898842 0.0115769512379768 0.00819493210009579 0.00818614072583942 0.00818614072583942 0.00818655218963202 0.00580757697774701 0.00819479451697693 0 0.00581611645414818 0 0.00579265008266533 0.00579459477338472 0.00819218175362952 0.00578973671423548 0.0057912899635496 0.0081864150281407 0.00818627787354336 0.0100336692829279 0.00818614072583942 0.00581316755345963 0 0.0153158933548256
"hCoV-19/Shanghai/SH0004/2020|EPI_ISL_416318|2020-01-28|Asia" 0.0081908076184313 0.0100365325567754 0.00819067024293977 0.0129505867655272 0.0100367010609946 0.0100314813733002 0.0100314813733002 0.0100316496232289 0.00821675766376741 0.0100365325567754 0.00579167847124558 0.00822523076979768 0.00579265008266533 0 0.00819479451697693 0.0100328276098188 0.00819067024293977 0.00819245666367016 0.0100316496232289 0.0100316496232289 0.011583939806669 0.0100314813733002 0.00822106039444983 0.00579196990333449 0.0163813404858795
"hCoV-19/Beijing/BJ492/2020|EPI_ISL_430728|2020-02-02|Asia" 0.00819493210009579 0.0100365325567754 0.00819479451697693 0.0129571078153532 0.0100367010609946 0.00579459477338472 0.0100365325567754 0.0100367010609946 0.00821675766376741 0.00579459477338472 0.00579459477338472 0 0.00579459477338472 0.00819479451697693 0 0.00579459477338472 0.00819479451697693 0.00819479451697693 0.0100367010609946 0.0100367010609946 0.0115897732919094 0.0100365325567754 0 0.0057948866459547 0.0163895890339539
"hCoV-19/Beijing/BJ752/2020|EPI_ISL_430724|2020-02-08|Asia" 0.0100329959274957 0.0115891895467694 0.0100328276098188 0.014188560874757 0.0115893841186821 0.00819176944045434 0.011584911442524 0.0115851057990362 0.0100634318081667 0 0.00819176944045434 0.00581611645414818 0.00819218175362952 0.0100328276098188 0.00579459477338472 0 0.0100328276098188 0.0100338376429706 0.0115851057990362 0.0115851057990362 0.0129529766737708 0.011584911442524 0.00581316755345963 0.00819218175362952 0.017377367163786
"hCoV-19/Nanchang/JX174/2020|EPI_ISL_421238|2020-01-29|Asia" 0.00818449549086752 0.0100365325567754 0.00818449549086752 0.012940606917309 0.0100367010609946 0.0100245904067364 0.0100239188773676 0.0100262698207984 0.00821315412645557 0.0100365325567754 0.00578915456786487 0.00822523076979768 0.00578973671423548 0.00819067024293977 0.00819479451697693 0.0100328276098188 0 0.00819012081008704 0.0100264378086314 0.0100257659079566 0.011583939806669 0.0100239188773676 0.00822106039444983 0.00579196990333449 0.0163722814516788
"hCoV-19/Thailand/SI202205-NT/2020|EPI_ISL_437616|2020-02-07|Asia" 0.00819025815793438 0.0100365325567754 0.00819012081008704 0.0129497180359092 0.0100367010609946 0.0100308084582316 0.0100308084582316 0.0100309766743033 0.00821440096816907 0.0100365325567754 0.0057912899635496 0.00822523076979768 0.0057912899635496 0.00819245666367016 0.00819479451697693 0.0100338376429706 0.00819012081008704 0 0.0100309766743033 0.0100309766743033 0.011586466568572 0.0100308084582316 0.00822106039444983 0.00579323328428601 0.0163802416201741
"hCoV-19/Guangzhou/GZMU0049/2020|EPI_ISL_429094|2020-02-08|Asia" 0.0100245904067364 0.0115893841186821 0.0100244225117415 0.014176674271063 0.0115895787003951 0.011575206071249 0.011575206071249 0 0.0100591880336528 0.0115893841186821 0.00818764972981521 0.0100739795900776 0.0081864150281407 0.0100316496232289 0.0100367010609946 0.0115851057990362 0.0100264378086314 0.0100309766743033 0 0 0.0129514556700044 0.011575206071249 0.0100688716852129 0.00819121978638317 0.0173636815586955
"hCoV-19/Guangzhou/GZMU0050/2020|EPI_ISL_429095|2020-02-08|Asia" 0.0141747751854187 0.0115893841186821 0.0141735886443801 0.0200434746771673 0.0115895787003951 0.0153097380673853 0.0153092254616876 0 0.0100591880336528 0.0115893841186821 0.00818723810051855 0.0100739795900776 0.00818627787354336 0.0100316496232289 0.0100367010609946 0.0115851057990362 0.0100257659079566 0.0100309766743033 0 0 0.0129514556700044 0.0153092254616876 0.0100688716852129 0.00819121978638317 0.017363099909535
"hCoV-19/Shanghai/SH0059/2020|EPI_ISL_416366|2020-01-30|Asia" 0.0115841341142819 0.0129577604622605 0.011583939806669 0.0153241119653939 0.0129579780331463 0.0129512384274888 0.0129512384274888 0.0129514556700044 0.0116208385783476 0.0129577604622605 0.0100319861484851 0.0116328231822119 0.0100336692829279 0.011583939806669 0.0115897732919094 0.0129529766737708 0.011583939806669 0.011586466568572 0.0129514556700044 0.0129514556700044 0 0.0129512384274888 0.0116269244833983 0.0100324909998773 0.0183158170336823
"hCoV-19/Japan/TY-WK-012/2020|EPI_ISL_408665|2020-01-29|Asia" 0.0100212341087962 0.0115891895467694 0.00578527807448265 0.0141709793025937 0 0.0115717181041608 0.00818161871503306 0.011575206071249 0.0100590183943251 0.0115891895467694 0.00818710090454866 0.010073809201322 0.00818614072583942 0.0100314813733002 0.0100365325567754 0.011584911442524 0.0100239188773676 0.0100308084582316 0.011575206071249 0.0153092254616876 0.0129512384274888 0 0.0100687015555029 0.00819108239015242 0.0173628091068736
"hCoV-19/Beijing/BJ556/2020|EPI_ISL_430733|2020-02-04|Asia" 0.00822119930477628 0.0100687015555029 0.00822106039444983 0.0129986378141319 0.0100688716852129 0.00581316755345963 0.0100687015555029 0.0100688716852129 0.00824323597998611 0.00581316755345963 0.00581316755345963 0 0.00581316755345963 0.00822106039444983 0 0.00581316755345963 0.00822106039444983 0.00822106039444983 0.0100688716852129 0.0100688716852129 0.0116269244833983 0.0100687015555029 0 0.00581346224169917 0.0164421207888997
"hCoV-19/Shanghai/SH0005/2020|EPI_ISL_416319|2020-01-28|Asia" 0.00579206705714097 0.00819520728712387 0.00579196990333449 0.011583939806669 0.00819534489103423 0.00819108239015242 0.00819108239015242 0.00819121978638317 0.00581041928917378 0.00819520728712387 0 0.00581641159110593 0 0.00579196990333449 0.0057948866459547 0.00819218175362952 0.00579196990333449 0.00579323328428601 0.00819121978638317 0.00819121978638317 0.0100324909998773 0.00819108239015242 0.00581346224169917 0 0.0153241119653939
"Consensus" 0.0163700875846023 0.0173837843201542 0.0163698134132238 0.0191953077046884 0.0173840761780232 0.0173628091068736 0.0173628091068736 0.0173633907268086 0.0164263082529111 0.0173837843201542 0.0153169199580411 0.0164504615395954 0.0153158933548256 0.0163813404858795 0.0163895890339539 0.017377367163786 0.0163722814516788 0.0163802416201741 0.0173636815586955 0.017363099909535 0.0183158170336823 0.0173628091068736 0.0164421207888997 0.0153241119653939 0
